event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_best
TTQ2180,"05 May 2023",2023,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)",,7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago","San Fernando",,,"San Fernando",10.2797,-61.4684,1,"Newsday Trinidad and Tobago; Trinidad and Tobago Guardian",National,"On 5 May 2023, on the outskirts of San Fernando, San Fernando, an armed man shot and killed a pensioner when he was at his home and ran away in a getaway car (believed to be driven by a second person). The attack's motivation is unknown, although the victim's relatives believe that he was not the intended target. 1 fatality.",1,,1684790007,17206
TTQ2174,"04 May 2023",2023,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)",,7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago",Chaguanas,,,Enterprise,10.5226,-61.3856,1,"Loop News Trinidad and Tobago",National,"On 4 May 2023, in Enterprise, Chaguanas, armed men in a vehicle shot and injured a man standing along Relation Drive (drive-by). Perpetrators fled the scene. Motivation unknown. 1 injured.",0,,1684790007,14955
TTQ2175,"04 May 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Trinidad and Tobago)","Students (Trinidad and Tobago)",6,,,0,60,,780,Caribbean,"Trinidad and Tobago","Port of Spain",,,"Port of Spain",10.6667,-61.5189,1,"Trinidad and Tobago Guardian",National,"On 4 May 2023, in Port of Spain, Port of Spain, a group of parents and students held a protest outside the Belmont Secondary School to draw attention to their concerns over security and safety at the institution.",0,"crowd size=no report",1684790007,5020
TTQ2176,"04 May 2023",2023,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)",,7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago","San Juan-Laventille",,,"San Juan",10.6579,-61.4457,1,"Newsday Trinidad and Tobago",National,"On 4 May 2023, in San Juan, San Juan-Laventille, two armed men got out of the back seat of a vehicle and shot and injured one of two men who were at a yard in the El Socorro area. The other man got minor injuries as he fell when trying to escape. In a separate attack, three masked men got out of a car and shot and injured three men on Aranguez Road. In both attacks, perpetrators fled the scene. The motivation of these attacks is unknown. 5 injured.",0,,1684790007,21631
TTQ2171,"03 May 2023",2023,1,"Political violence","Violence against civilians",Attack,"Unidentified Gang (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)","Labor Group (Trinidad and Tobago)",7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago","San Juan-Laventille",,,"Saint Ann's",10.6766,-61.5061,1,"Newsday Trinidad and Tobago; Trinidad and Tobago Guardian",National,"On 3 May 2023, in Saint Ann's, San Juan-Laventille, two armed men, masked and dressed in black, got out of a van, approached three men smoking on the street, and shot and killed one of them. The shooters fled the scene in the awaiting vehicle. The victim was a well-known singer and, according to residents, the attack was motivated by the threats that he had directed to a gang member in one of his songs. The police stated that the attack was gang-related. 1 fatality.",1,,1684790007,18203
TTQ2172,"03 May 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Trinidad and Tobago)",,3,"Police Forces of Trinidad and Tobago (2015-)",,1,13,,780,Caribbean,"Trinidad and Tobago","Tunapuna Piarco",,,Carapo,10.5936,-61.2963,1,"Trinidad and Tobago Guardian",National,"On 3 May 2023, in Carapo, Tunapuna Piarco, an armed man shot at two police officers on O'Meara Road South. It happened after being identified by the officers as a suspicious individual. The shooting led to a clash, as the officers shot back to repeal the attack. The armed man ran away and managed to escape. A woman who was with the wanted man was arrested. There were no casualties.",0,,1684790007,9075
TTQ2173,"03 May 2023",2023,1,"Political violence","Violence against civilians",Attack,"Unidentified Gang (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)",,7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago","Tunapuna Piarco",,,"Saint Augustine",10.642,-61.3924,1,"Newsday Trinidad and Tobago",National,"On 3 May 2023, in Saint Augustine, Tunapuna Piarco, two armed men exited a car and shot at a crowd attending a wake on Warner Street (Trainline area). A man was killed, and another was injured. The motivation for the attack is unknown, although it was believed to be linked to the burial, as this person had been killed in a gang-related attack the week before (coded separately). Perpetrators fled the scene. 1 fatality, 1 injured.",1,,1684790007,9622
TTQ2168,"02 May 2023",2023,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)",,7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago","Diego Martin",,,"Diego Martin",10.7208,-61.5662,1,"Loop News Trinidad and Tobago; Newsday Trinidad and Tobago",National,"On 2 May 2023, in Diego Martin, Diego Martin, two masked men shot and injured a man when he was at a yard on Waterwheel Road. He died moments later. The motivation for the attack is unknown. Perpetrators were seen fleeing the scene. 1 fatality.",1,,1684790007,29056
TTQ2169,"02 May 2023",2023,1,"Political violence","Violence against civilians",Attack,"Unidentified Gang (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)",,7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago","San Juan-Laventille",,,"Santa Cruz",10.7099,-61.4738,1,"Loop News Trinidad and Tobago; Newsday Trinidad and Tobago; Trinidad and Tobago Guardian",National,"On 2 May 2023, in Santa Cruz, San Juan-Laventille, two masked men armed with assault rifles entered a bar along the Cataro Extension and shot at a group of men, killing three of them. A fourth man was shot and injured in his back. The shooters stole some items from one of the killed victims before fleeing the scene in an awaiting vehicle. The police believe that the attack was gang-related. 3 fatalities, 1 injured.",3,,1684790007,9297
TTQ2170,"02 May 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Trinidad and Tobago)",,6,,,0,60,,780,Caribbean,"Trinidad and Tobago","Tunapuna Piarco",,,Trincity,10.6343,-61.3568,1,"Trinidad and Tobago Guardian",National,"On 2 May 2023, in Trincity, Tunapuna Piarco, parents protested outside the Dinsley-Trincity Government Primary School to decry the lack of information from the school authorities regarding a rodent problem at the institution. They also claimed that this situation disrupted the students' daily schedules.",0,"crowd size=no report",1684790007,5767
TTQ2164,"01 May 2023",2023,1,"Political violence","Violence against civilians",Attack,"Unidentified Communal Militia (Trinidad and Tobago)",,4,"Civilians (Trinidad and Tobago)","Farmers (Trinidad and Tobago)",7,47,"Civilian targeting",780,Caribbean,"Trinidad and Tobago",Chaguanas,,,Cunupia,10.5573,-61.3741,1,"Loop News Trinidad and Tobago; Newsday Trinidad and Tobago; Trinidad and Tobago Guardian",National,"On 1 May 2023, in Cunupia, Chaguanas, five armed men got out of two vehicles and shot and killed a farmer, and injured two other related men, in the vicinity of the Munroe Road Hindu School. One of the wounded men was chopped in the wrist. The motivation of the attack was not clarified, although the mother of the killed man stated that it could respond to a land conflict. Two parked vehicles were damaged during the shooting. 1 fatality, 2 injured.",1,,1684790007,26679
TTQ2165,"01 May 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Trinidad and Tobago)","Teachers (Trinidad and Tobago)",6,,,0,60,,780,Caribbean,"Trinidad and Tobago","Port of Spain",,,"Port of Spain",10.6667,-61.5189,1,"Trinidad and Tobago Guardian",National,"On 1 May 2023, in Port of Spain, Port of Spain, teachers and members of the Parent Teacher Association (PTA) held a protest with banners outside the Belmont Secondary School to draw attention to their concerns over security and safety at the institution. Teachers refused to work under unsafe conditions.",0,"crowd size=no report",1684790007,5020
TTQ2166,"01 May 2023",2023,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)",,7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago","Port of Spain",,,"Port of Spain",10.6667,-61.5189,1,"Newsday Trinidad and Tobago",National,"On 1 May 2023, in Port of Spain, Port of Spain, five men kidnapped a man from his home in the Gonzales area in the Belmont neighborhood. The victim was released moments later, as the police heard him asking for help and intervened, questioning and arresting the five individuals. No armed interactions were reported between the officers and the attackers.",0,,1684790007,11048
TTQ2167,"01 May 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Trinidad and Tobago)","Labor Group (Trinidad and Tobago); OWTU: Oilfield Workers' Trade Union; TTUTA: T&T Unified Teachers' Association; Teachers (Trinidad and Tobago); JTUM: Joint Trade Union Movement",6,,,0,60,,780,Caribbean,"Trinidad and Tobago","San Fernando",,,"San Fernando",10.2797,-61.4684,1,"Trinidad and Tobago Guardian",National,"On 1 May 2023, in San Fernando, San Fernando, workers from more than 20 trade unions, including the Joint Trade Union Movement (JTUM) and the Oilfield Workers Union (OWTU), held a march from the OWTU's Paramount Headquarters to demand better working conditions and an end to labor exploitation, among other claims. The protest was held on the occasion of International Workers' Day and was joined by labor leaders, like the president of the Unified Teachers' Association.",0,"crowd size=no report",1684790007,3775
TTQ2133,"28 April 2023",2023,2,"Political violence","Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)",,7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago",Arima,,,Arima,10.6374,-61.2823,1,"Newsday Trinidad and Tobago",National,"Around 28 April 2023 (as reported), in Arima, Arima, four armed men dragged a man out of his car and kidnapped him. The perpetrators forced the victim to enter another vehicle before running away with him. The whereabouts of the victim are unknown.",0,,1683052976,17035
TTQ2142,"28 April 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Trinidad and Tobago)","Students (Trinidad and Tobago)",6,,,0,60,,780,Caribbean,"Trinidad and Tobago",Siparia,,,Siparia,10.1453,-61.5074,1,"Newsday Trinidad and Tobago",National,"On 28 April 2023, in Siparia, Siparia, 350 students held a march with banners to call for peace. The walk was held after there were several bomb threats at schools in the country.",0,"crowd size=350",1683052976,6141
TTQ2138,"26 April 2023",2023,2,Demonstrations,Protests,"Peaceful protest","Protesters (Trinidad and Tobago)","Labor Group (Trinidad and Tobago)",6,,,0,60,,780,Caribbean,"Trinidad and Tobago","Port of Spain",,,"Port of Spain",10.6667,-61.5189,1,"Newsday Trinidad and Tobago",National,"Around 26 April 2023 (as reported), in Port of Spain, Port of Spain, workers of the Port of Spain City Corporation held a protest outside the City Hall to demand the payment of unpaid salaries. The authorities claimed that they would be paid on 31 May.",0,"crowd size=no report",1683052976,5020
TTQ2143,"26 April 2023",2023,1,"Political violence","Violence against civilians",Attack,"Unidentified Gang (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)","Labor Group (Trinidad and Tobago)",7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago","Tunapuna Piarco",,,Caroni,10.6057,-61.3817,1,"Loop News Trinidad and Tobago; Trinidad and Tobago Guardian",National,"On 26 April 2023, in Caroni, Tunapuna Piarco, two armed men got out of a car and shot and killed a watermelon vendor at his stall along Savannah Road. Another vendor who was nearby was shot and injured, although the police believe only the deceased was the intended target. Another source stated that the shooters fired from a moving vehicle (drive-by). The deceased had been previously targeted during an armed attack on 24 January (coded separately). His killing is believed to be gang-related. Perpetrators fled the scene. 1 fatality, 1 injured.",1,,1683052976,3038
TTQ2163,"26 April 2023",2023,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)",,7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago",Arima,,,Arima,10.6374,-61.2823,1,"Loop News Trinidad and Tobago; Trinidad and Tobago Guardian",National,"On 26 April 2023, in Arima, Arima, three armed men posing as police officers exited a vehicle and abducted a man driving another car near his home at Tunapuna Road. A fourth armed man drove off with the victim's car. The body of the abducted was found beheaded off a cliff at Heights of Guanapo on 28 April. He was thought to have been killed on the same day of the kidnapping, as residents claimed to have heard a single gunshot. The motivation of the attack is unknown. 1 fatality.",1,,1684790007,21373
TTQ2134,"25 April 2023",2023,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)",,7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago",Chaguanas,,,Enterprise,10.5226,-61.3856,1,"Loop News Trinidad and Tobago; Newsday Trinidad and Tobago",National,"On 25 April 2023, in Enterprise, Chaguanas, unidentified armed men shot and killed a man on Bhagaloo Street. The victim was the son of a well-known criminal, who had died in 2016, and had a criminal record of firearms possession and shootings. The attack's motivation was not clarified, although it is likely related to criminal issues. 1 fatality.",1,,1683052976,16788
TTQ2140,"25 April 2023",2023,2,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)",,7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago","Princes Town",,,Tableland,10.2777,-61.2575,1,"Loop News Trinidad and Tobago",National,"Around 25 April 2023 (as reported), in Tableland, Princes Town, a man was killed, and his body was found mutilated, with chop wounds, and almost beheaded along the Naparima Mayaro Road. The motivation and perpetrators of the attack are unknown. 1 fatality.",1,,1683052976,4636
TTQ2137,"25 April 2023",2023,1,"Political violence","Violence against civilians",Attack,"Unidentified Gang (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)",,7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago",Penal-Debe,,,Penal,10.1684,-61.4526,2,"Jamaica Observer; Loop News Trinidad and Tobago; Newsday Trinidad and Tobago; Trinidad and Tobago Guardian",National-Regional,"On 25 April 2023, in Penal municipality, Penal-Debe, two masked armed men dressed in black clothes and tactical uniforms killed three men of the same family in an execution-style shooting in the Charlo neighbourhood. The armed men knocked on the victims' door, claiming to be law enforcement agents, broke down the door, and forced them to exit the house. Once outside, the three men were killed by gunshots to their heads. A video shared on social media showed the victims lying on the floor. The two perpetrators were seen fleeing the scene, walking. The motivation for the attack is was said to be drug-related. 3 fatalities.",3,,1689610492,27211
TTQ2139,"24 April 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Trinidad and Tobago)",,3,"Police Forces of Trinidad and Tobago (2015-)",,1,13,,780,Caribbean,"Trinidad and Tobago","Princes Town",,,"Princes Town",10.2718,-61.371,2,"Loop News Trinidad and Tobago",National,"On 24 April 2023, near Princes Town, Princes Town, at least four armed men in a vehicle opened fire against policemen, leading to a clash with the officers (drive-by). The shooting resulted in two armed men being shot and injured. Two other armed men managed to flee the scene. 2 injured.",0,,1683052976,19575
TTQ2141,"23 April 2023",2023,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)",,7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago",Siparia,,,Oropouche,10.217,-61.5432,1,"Newsday Trinidad and Tobago; Trinidad and Tobago Guardian",National,"On 23 April 2023, in Oropouche, Siparia, armed men in a vehicle opened fire on a female and male couple who were walking on Cooker Street (drive-by). A masked man got out of the car and shot and killed the man. The woman was injured by a bullet grazing her foot. The shooter returned to the car, which seemed to be driven by a second person, and fled the scene. The attack's motivation was not clarified, although according to the woman, the deceased used to sell weed. It is not ruled out that the attack was drug-related. 1 fatality, 1 injured.",1,,1683052976,18433
TTQ2135,"22 April 2023",2023,2,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)",,7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago",Couva-Tabaquite-Talparo,,,Couva,10.4225,-61.4675,1,"Loop News Trinidad and Tobago; Newsday Trinidad and Tobago",National,"Around 22 April 2023 (between 21 - 23 April), in Couva, Couva-Tabaquite-Talparo, a man last seen on 21 April was shot and killed, and his body was found in a semi-decomposition state along Farm Road on 23 April. He had his feet tied up and his face covered with duct tape. The police believe that the man had been kidnapped, killed, and abandoned where he was found. The perpetrators and motivation of the attack are unknown. 1 fatality.",1,,1683052976,15463
TTQ2136,"22 April 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Trinidad and Tobago)","Police Forces of Trinidad and Tobago (2015-)",6,,,0,60,,780,Caribbean,"Trinidad and Tobago",Couva-Tabaquite-Talparo,,,Couva,10.4225,-61.4675,1,"Newsday Trinidad and Tobago",National,"On 22 April 2023, in Couva, Couva-Tabaquite-Talparo, residents, called by members of the police, held a march against crime that aimed at educating the young population on this issue. The march started and ended at the police station. A march on the same claims was held that day in Kelly Village (coded separately).",0,"crowd size=no report",1683052976,3332
TTQ2144,"22 April 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Trinidad and Tobago)","Police Forces of Trinidad and Tobago (2015-); Protestant Christian Group (Trinidad and Tobago)",6,,,0,60,,780,Caribbean,"Trinidad and Tobago","Tunapuna Piarco",,,"Kelly Village",10.5866,-61.3633,1,"Newsday Trinidad and Tobago",National,"On 22 April 2023, in Kelly Village, Tunapuna Piarco, residents, parishioners from the Seventh Day Adventist church, and activist groups, called by police forces, marched against crime to educate the young population on this issue. A march on the same claims was held that day in Couva (coded separately).",0,"crowd size=no report",1683052976,2506
TTQ2162,"22 April 2023",2023,1,"Political violence","Violence against civilians",Attack,"Unidentified Gang (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)",,7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago","Tunapuna Piarco",,,Blanchisseuse,10.7985,-61.3134,1,"Newsday Trinidad and Tobago",National,"On 22 April 2023, in Blanchisseuse, Tunapuna Piarco, unidentified gang members shot and killed a man near his residence on O'Connor Street. The motivation for the attack is unknown. 1 fatality.",1,,1684790007,891
TTQ2145,"21 April 2023",2023,2,"Strategic developments","Strategic developments",Other,"Civilians (Haiti)",,7,,,0,70,,780,Caribbean,"Trinidad and Tobago","Tunapuna Piarco",,,Valsayn,10.6406,-61.4179,1,"Trinidad and Tobago Guardian",National,"Non-violent activity: Around 21 April 2023 (as reported), in Valsayn, Tunapuna Piarco, residents set up barricades (nature unknown) and a guard booth on Prince Charles Avenue as part of a new community security system implemented by residents in the area to protect themselves from criminals and gangs. No further information was reported.",0,,1683052976,
TTQ2132,"20 April 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Trinidad and Tobago)","Teachers (Trinidad and Tobago)",6,,,0,60,,780,Caribbean,"Trinidad and Tobago","Tunapuna Piarco",,,"Saint Augustine",10.642,-61.3924,1,"Newsday Trinidad and Tobago",National,"On 20 April 2023, in Saint Augustine, Tunapuna Piarco, teachers from the University of the West Indies (UWI) held a protest outside the office of the principal over claims related to scheduled exams.",0,"crowd size=no report",1688412459,5599
TTQ2119,"19 April 2023",2023,2,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)","Women (Trinidad and Tobago)",7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago",Arima,,,Arima,10.6374,-61.2823,1,"Loop News Trinidad and Tobago",National,"Around 19 April 2023 (as reported), in Arima, Arima, unidentified armed men in a vehicle shot and injured a woman when she was with his boyfriend along Pope Avenue (drive-by). She died at the hospital. The boyfriend seemed to be the intended target of the attack, as he ran to avoid the bullets and the shooters chased him. He escaped unharmed. The attack's motivation is unknown, although it is not ruled out that it was linked to the killing of a woman on 17 April (coded separately). 1 fatality.",1,"women targeted: relatives of targeted groups or persons",1688412459,21373
TTQ2121,"19 April 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Trinidad and Tobago)","Farmers (Trinidad and Tobago)",6,,,0,60,,780,Caribbean,"Trinidad and Tobago",Chaguanas,,,Chaguanas,10.5147,-61.4076,1,"Trinidad and Tobago Guardian",National,"On 19 April 2023, in Chaguanas, Chaguanas, farmers from Petersfield held a protest to demand compensation from the Land Settlement Agency (LSA) after their crops were demolished to develop housing for employees of a company.",0,"crowd size=no report",1688412459,9028
TTQ2122,"19 April 2023",2023,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)",,7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago",Chaguanas,,,Enterprise,10.5226,-61.3856,1,"Newsday Trinidad and Tobago; Trinidad and Tobago Guardian",National,"On 19 April 2023, in Enterprise, Chaguanas, two masked men dressed in black clothes shot and killed a man who was working on his car that was parked next to his house at Tobago Extension Road. The motivation for the attack is unknown. Perpetrators fled the scene. 1 fatality.",1,,1688412459,16788
TTQ2120,"18 April 2023",2023,1,"Political violence","Violence against civilians",Attack,"Unidentified Gang (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)","Women (Trinidad and Tobago)",7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago",Arima,,,Malabar,10.6253,-61.2814,1,"Newsday Trinidad and Tobago; Trinidad and Tobago Guardian",National,"On 18 April 2023, overnight, in Malabar, Arima, an armed man dressed in black clothes shot and injured an individual at the Train Line area. During the attack, two women, who were not the intended targets of the shooting, were killed. One of them was at her home when a stray bullet hit her. One source suggested that the attack was likely gang-related. 2 fatalities, 1 injured.",2,,1688412459,15523
TTQ2123,"18 April 2023",2023,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)",,7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago",Couva-Tabaquite-Talparo,,,Couva,10.4225,-61.4675,1,"Loop News Trinidad and Tobago",National,"On 18 April 2023, in Couva, Couva-Tabaquite-Talparo, unidentified armed men in a vehicle shot and injured a man when he was outside a carwash in the Roystonia Gardens area (drive-by). He died in hospital. The motivation for the attack is unknown. Perpetrators fled the scene. 1 fatality.",1,,1688412459,15463
TTQ2127,"18 April 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Trinidad and Tobago)","Taxi/Bus Drivers (Trinidad and Tobago)",6,,,0,60,,780,Caribbean,"Trinidad and Tobago","San Fernando",,,"San Fernando",10.2797,-61.4684,1,"Trinidad and Tobago Guardian",National,"On 18 April 2023, in San Fernando, San Fernando, taxi drivers held a protest outside the San Fernando License Division to demand the review of inspection laws.",0,"crowd size=no report",1688412459,3775
TTQ2118,"17 April 2023",2023,1,"Political violence","Violence against civilians",Attack,"Unidentified Gang (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)",,7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago",Arima,,,Arima,10.6374,-61.2823,1,"Loop News Trinidad and Tobago; Newsday Trinidad and Tobago; Trinidad and Tobago Guardian",National,"On 17 April 2023, in Arima, Arima, six masked men scaled the wall of a house on Temple Street and shot indiscriminately against a group of people having a birthday party. A woman was killed, and five other people were injured, including a girl and a boy. A woman among the wounded died on 21 April in hospital. According to police, the attack was gang-related. Perpetrators fled the scene, although three of them were arrested on 23 April. 2 fatalities, 4 injured.",2,,1683052976,21373
TTQ2124,"17 April 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Trinidad and Tobago)",,3,"Police Forces of Trinidad and Tobago (2015-)",,1,13,,780,Caribbean,"Trinidad and Tobago","Diego Martin",,,"Diego Martin",10.7208,-61.5662,1,"Loop News Trinidad and Tobago; Newsday Trinidad and Tobago",National,"On 17 April 2023, in Diego Martin, Diego Martin, police officers shot and injured an armed man during a shooting in the La Puerta area. He died in hospital. According to the officers, they were conducting a security operation when the armed man opened fire at them. Officers shot back to repeal the attack. 1 fatality.",1,,1688412459,29056
TTQ2125,"16 April 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Trinidad and Tobago)",,6,,,0,60,,780,Caribbean,"Trinidad and Tobago","Mayaro Rio Claro",,,Mayaro,10.3027,-61.0081,1,"Trinidad and Tobago Guardian",National,"On 16 April 2023, in Mayaro, Mayaro Rio Claro, residents of several communities held a protest to demand proper water supply. They claimed to have been without water service for up to four weeks.",0,"crowd size=no report",1688412459,1842
TTQ2126,"16 April 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Trinidad and Tobago)",,3,"Unidentified Gang (Trinidad and Tobago)",,3,33,,780,Caribbean,"Trinidad and Tobago","Port of Spain",,,"Port of Spain",10.6667,-61.5189,1,"Loop News Trinidad and Tobago; Newsday Trinidad and Tobago",National,"On 16 April 2023, in Port of Spain, Port of Spain, members of two rival gangs got into an argument during a nightclub party on Ariapita Avenue, leading to a fight between members of both gangs. Glass bottles were thrown at each other and gunshots were fired when the members of one gang got to their car, parked nearby. A man, whose affiliation was not clarified, was injured. Gangsters from Beetham and St Paul streets were said to have been involved. At least 1 injured.",0,,1688412459,21619
TTQ2131,"16 April 2023",2023,1,"Political violence","Violence against civilians",Attack,"Unidentified Gang (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)",,7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago","Tunapuna Piarco",,,"Maloney Gardens",10.6185,-61.3201,1,"Loop News Trinidad and Tobago; Newsday Trinidad and Tobago",National,"On 16 April 2023, in Maloney Gardens, Tunapuna Piarco, four masked men got out of a vehicle and approached two men who were outside Building 5, off Evergale Avenue. The armed men beat up one man with a gun and shot him. Both men tried to escape, although the armed men kept shooting, killing one, and injuring the other. Perpetrators fled the scene in the vehicle. The motivation was not clarified, although the police believe this was related to gang violence in the community, and preliminary investigations suggested disagreement between gang members as the cause. A similar attack occurred two days earlier in the same area (coded separately). 1 fatality, 1 injured.",1,,1688412459,5411
TTQ2130,"15 April 2023",2023,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)",,7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago","Tunapuna Piarco",,,"Maloney Gardens",10.6185,-61.3201,1,"Loop News Trinidad and Tobago",National,"On 15 April 2023, in Maloney Gardens, Tunapuna Piarco, two masked men shot and injured an 18-year-old man in the carpark of Building 7. Perpetrators fled the scene. The motivation for the attack is unknown. 1 injured.",0,,1688412459,6432
TTQ2128,"14 April 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Trinidad and Tobago)",,3,"Unidentified Gang (Trinidad and Tobago)",,3,33,,780,Caribbean,"Trinidad and Tobago","Sangre Grande",,,Valencia,10.6499,-61.1999,1,"Trinidad and Tobago Guardian",National,"On 14 April 2023, in Valencia, Sangre Grande, an armed man shot and killed another man at the entrance of the Valencia Market. According to the mother of the victim, his son used to sell drugs. Another person claimed that the shooter was known to the victim. Motivation of the attack was not clarified, although it is not ruled out that it was drug-related. 1 fatality.",1,,1688412459,23913
TTQ2129,"14 April 2023",2023,1,"Political violence","Violence against civilians",Attack,"Unidentified Gang (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)",,7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago","Tunapuna Piarco",,,"Maloney Gardens",10.6185,-61.3201,1,"Loop News Trinidad and Tobago; Trinidad and Tobago Guardian",National,"On 14 April 2023, in Maloney Gardens, Tunapuna Piarco, four armed men got out of a vehicle and shot at a group of men near Building 9, injuring a man on his leg. He was pronounced dead on 16 April. The motivation of the attack was not clarified, although investigators suggested that it could be related to the disagreement between gang members. A similar attack occurred two days later in the same area (coded separately). 1 fatality",1,,1688412459,5411
TTQ2113,"11 April 2023",2023,1,"Political violence","Violence against civilians",Attack,"Unidentified Gang (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)",,7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago","Sangre Grande",,,"Sangre Grande",10.5871,-61.1301,1,"Loop News Trinidad and Tobago; Newsday Trinidad and Tobago",National,"On 11 April 2023, in Sangre Grande, Sangre Grande, unidentified individuals shot and killed a man when he was with two friends outside his home on Blake Avenue. The motivation of the attack was not clarified, although the police believed that it was drug-related. 1 fatality.",1,,1681748431,32816
